_total_score,name,slug,is_featured,archetype,title,company,location,specialties,persona_fit,origin_country,associated_countries,description,experience,experience_tiles,website,contact,image,is_active,is_anonymous,location_id,_source_row
19.0,Cameron Dart,cameron-dart,False,Trade & Government,CEO & Founder,Australian FinTech,"Gold Coast, Queensland, Australia",Trade & Government; Cross-border,both,,australia,"Founder: The FinTech Company = Australian FinTech | In AI Today | International FinTech | US FinTech | UK FinTech | Ireland FinTech | UAE FinTech | Australian Blockchain & Cryptocurrency | PropTech News | StartUp ScaleUp · Having worked in Australia (Sydney, Brisbane, Gold Coast), U.S.A. (Dallas, TX) and the United Kingdom (London), I have international experience in various fields of technology, investment and development covering areas such as fintech, banking, finance, property development, property finance, mining investment and technology start ups.My expertise has always been to find a business and work out ways to improve it - make the entity more streamlined, more efficient, more effective and more profita",Senior operator with extensive ANZ market experience.,"[{""name"": ""Australian FinTech""}, {""name"": ""In AI Today""}]",https://linkedin.com/in/camerongdart,,,True,False,,Cameron Dart
19.0,Paul Minton,paul-minton,False,International Founder,Co-Founder and Director,Lemon Talent,Greater Sydney Area,International Founder; Accounting / Tax,both,ireland,ireland; australia,"Ex Accountant headhunting the best Finance talent in Australia · I'm a Chartered Accountant and Co-founder of Lemon Talent, where I work with finance leaders to source market leading talent in Sydney.Finance Leaders - Would it be helpful to have an accountant screening candidates before you are engaged? - Do you get frustrated when recruiters don't understand the job brief and what you are really after?- Are you spending too much time in the hiring process only to find that the talent doesn't match your expectations? Job seekers - Would you like to partner wi",Senior operator with extensive ANZ market experience.,"[{""name"": ""Lemon Talent""}, {""name"": ""EY""}]",https://linkedin.com/in/paul-minton-4b7899107,,,True,False,,Paul Minton
19.0,Pablo Avaria,pablo-avaria,False,Active Advisor,Executive Board Member,Professionals in International Trade (PIT),"The Rocks, New South Wales, Australia",Active Advisor; Trade & Government,international_entrant,usa,usa; australia,"Harvard PLD 2025 | Board Member · Pablo Avaria is a globally focused business strategist with an MBA from Monash University and the Program for Leadership Development (Harvards Executive MBA Alternative) at Harvard Business School. His academic pathway has been intentionally designed to prepare for high-impact consulting in marketing, growth, and corporate strategy.At Harvard, Pablo is trained in the case method used by top global firms developing decision-making, leadership, and strategic problem-solving skills under the guidan",Senior operator with extensive ANZ market experience.,"[{""name"": ""Professionals in International Trade (PIT)""}, {""name"": ""Israel Trade and Economic Commission Australia""}]",https://linkedin.com/in/pablo-avaria,,,True,False,,"Pablo Avaria, MBA"
19.0,Nagender Chetti,nagender-chetti,False,International Founder,Founder,Neura Vision,Greater Melbourne Area,International Founder; Market Research / Strategy,both,uk,uk; australia,"Fractional Executive | Founder @ Neura Vision | Data, Analytics & AI Strategy | Generative AI & Digital Transformation Leader | Driving Business Growth & Innovation | Top 25 Analytics Leader (IAPA 2023)| · Recognised as one of Australia’s Top 25 Analytics Leaders (IAPA 2023), I am a strategic and impact-focused executive with over 20 years experience at the intersection of data, analytics, AI, digital transformation, and business strategy. I help forward-thinking organisations unlock growth, accelerate innovation, and embed future-ready capabilities across insurance, financial services, and technology.With deep expertise in data strategy, analytics, AI adoption, digital innovation, business transf",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Neura Vision""}, {""name"": ""Suncorp Group""}]",https://linkedin.com/in/nagenderchetti,,,True,False,,Nagender Chetti
19.0,Bryan Cleary,bryan-cleary,False,International Founder,Founder - eCommerce Growth Consultant & CRO Specialist,Va-va Voom Digital,Greater Sydney Area,International Founder; Sales / GTM,both,ireland,ireland; australia,"Founder | eCommerce Growth Consultant | Shopify/Shopify Plus expert | Ecommerce Coach at BOOM · Ecommerce growth consultant with over 14 years of experience in digital product, project and account management while working across scoping, UX/Design, web development, branding and digital marketing I have become an expert in ensuring that clients achieve their goals. I have worked with a diverse range of clients from the E-Commerce, NFP, Education and Pharmaceutical sectors helping each to transform their organisations through technology.I now focus on 1 to 1 e-commerce consulting taking a ho",14+ years operating experience in ANZ and international markets.,"[{""name"": ""Va-va Voom Digital""}, {""name"": ""Boom - Aussie Ecommerce Training""}]",https://linkedin.com/in/bryan-cleary-2080208a,,,True,False,,Bryan Cleary
19.0,Daniel Cannizzaro,daniel-cannizzaro,False,International Founder,Founding Partner,Vida Venture Partners,"Sydney, New South Wales, Australia",International Founder; Technology / Product,both,uk,uk; australia,"Advisor | Entrepreneur | Investor · Hey there I’m a trusted strategic advisor, entrepreneur, and former regulated fintech founder and CEO and global financial services management consultant, with a unique mix of ~20 years advisory, founder, operator & investor experience.I was recently the founder & CEO of Parpera, a B2B fintech that aspired to improve global economic prosperity by making it easier for people to do business.I’m passionate about solving challenging strategy, operations, technology and risk issues – particularly th",Senior operator with extensive ANZ market experience.,"[{""name"": ""Vida Venture Partners""}, {""name"": ""Global Growth Partners""}]",https://linkedin.com/in/danielcannizzaro,,,True,False,,Daniel Cannizzaro
19.0,Dion Chamberlain,dion-chamberlain,False,Scaled Founder,"General Manager, Engagement Data and Innovation (Secondment)",Department of Internal Affairs (NZ),"Wellington, Wellington, New Zealand",Scaled Founder; Technology / Product; Cross-border,both,,australia,"Director International and Product Strategy | Digital Travel Credentials | Chief Advisor - Traveller Identification | Chair ICAO ICBWG | Biometrics | ICAO FAL & TAG TRIP | International Relations | Identity and Passports · Experienced senior leader responsible for developing and maintaining the strategic direction of identity products, services and investments, representing national and strategic views on traveller identification and facilitation, and forming partnerships domestically and internationally to make passports and border facilitation better and safer for New Zealanders, the Pacific and the wider traveller and identity ecosystem.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Department of Internal Affairs (NZ)""}, {""name"": ""International Civil Aviation Organization""}]",https://linkedin.com/in/dion-chamberlain-b853a97b,,,True,False,,Dion Chamberlain
19.0,Stevie-Ann Dovico,stevie-ann-dovico,False,Scaled Founder,Group Executive Technology,Beyond Bank Australia,"Sydney, New South Wales, Australia",Scaled Founder; Financial Services; Recognised Industry Leader,both,uk,uk; australia,"Group Executive Technology | CIO50 2024 & 2025 | IT News Financial Services Technology Leader of the Year 2025 | Executive Leader of the Year 2022 Women in Digital | GAICD · Stevie is a dynamic and visionary Business and Technology leader with 20 years of experience in Banking, Financial Services, Telecommunications and Consulting. She has proven experience as a Group Executive, Chief Information Officer (CIO), Board Director, Advisory Board and Committee Member and as an Executive General Manager of Technology for some of Australia’s largest organisations. Stevie has successfully led large, cross functional, global teams of over 600 employees, across Technology, Di",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Beyond Bank Australia""}, {""name"": ""NAB""}]",https://linkedin.com/in/stevieanndovico,,,True,False,,Stevie-Ann Dovico
19.0,Kate Whitehead,kate-whitehead,False,Scaled Founder,Managing Director,Avant Group,"Malvern, Victoria, Australia",Scaled Founder; Market Research / Strategy,both,,australia,"Managing Director @ Avant Group Pty Ltd | Business Advisory, Marketing Strategy, Government Grant and Incentives Professional Services · Kate is the founder and Managing Director of Avant Group, a leading business strategy and government grant consulting firm. The business provides services including project management, grant identification and application management and reporting, business restructuring and advice, finance equity sourcing, contract negotiation and business marketing strategy planning.In her previous roles, Kate has worked in the Aerospace and Defence sector. Kate managed the Commercial Division of a major aerosp",Senior operator with extensive ANZ market experience.,"[{""name"": ""Avant Group""}, {""name"": ""Export Chamber of Australia Incorporated""}]",https://linkedin.com/in/kate-whitehead,,,True,False,,Kate Whitehead
19.0,Colm Dolan,colm-dolan,False,Scaled Founder,Chief Executive Officer,Dolo Ventures,Greater Sydney Area,Scaled Founder; Fundraising / Investment,both,ireland,ireland; australia,"Entrepreneur | Advisor | Investor · Experience• Founder & CEO of Publift (10 years)• Scaled a technology business from zero to $20m ARR• Built and led global teams across Australia, Ireland, and the Philippines• Delivered sustained ~40% YoY growth with strong profitability• Successfully exited and supported the business post-acquisition⸻Key Skills• Scaling businesses and simplifying complexity• Building high-performance teams and future leaders• Creating strong, values-led cultures• Driving disciplined growth with real profit• Lea",Senior operator with extensive ANZ market experience.,"[{""name"": ""Dolo Ventures""}, {""name"": ""Publift""}]",https://linkedin.com/in/colm-dolan,,,True,False,,Colm Dolan
19.0,James Bergl,james-bergl,False,Active Advisor,Co-Founder & Managing Partner Bluebird APAC,Bluebird,Greater Sydney Area,Active Advisor; Fundraising / Investment,international_entrant,uk,uk; australia,"Ex-SaaS Operators | 100+ SaaS Sales Hires | Helping SaaS Leaders Recruit Australia’s Top 1% AEs & Sales Leaders · Most SaaS leaders don’t struggle to “hire”.They struggle to find the people who can actually sell.After 17 years building and leading high-performing SaaS and MSP sales teams (Datto, Pax8, N-able), I realised something:The best AEs, SDRs, and Sales Leaders in Australia are almost never applying to job ads. They’re too busy performing.That’s where we come in.At Bluebird, we’re ex-operators turned talent partners, helping SaaS leaders recruit Australia’s top 1 percent - the people who ramp fast, c",17+ years operating experience in ANZ and international markets.,"[{""name"": ""Bluebird""}, {""name"": ""Pavilion""}]",https://linkedin.com/in/jbergl,,,True,False,,James Bergl
19.0,Mark Lynch,mark-lynch,False,International Founder,Expert Circle (Advisor),Climate Tech Partners,Greater Sydney Area,International Founder; Fundraising / Investment,both,ireland,ireland; australia,"Co-Founder at Learnosity, Technology Entrepreneur and Advisor · An innate problem-solver with a love of learning, Mark is the founder and CTO of Learnosity. With over a two decades of experience in technology and edTech, Mark has been responsible for the technical inception and development of Learnosity’s market leading solutions. A B2B, Software as a Service offering, Learnosity provides the core elements required for any assessment solution - from Authoring and Assessment delivery, right through to Reporting. Highly scalable & extensible by design, our goa",Senior operator with extensive ANZ market experience.,"[{""name"": ""Climate Tech Partners""}, {""name"": ""Airtree""}]",https://linkedin.com/in/marklynch,,,True,False,,Mark Lynch
19.0,Chia-Yi Cheng,chia-yi-cheng,False,Trade & Government,"Regional Officer, Trade & Investment, ANZ",Invest Northern Ireland,Australia,Trade & Government; Cross-border,international_entrant,other_asia,other_asia; australia,"Invest Northern Ireland, Regional Officer, Trade and Investment ANZ · I am Regional Officer for Trade and Investment in Australia and New Zealand at Invest Northern Ireland (Invest NI), the economic development agency of Northern Ireland. I support and promote the interests of NI businesses in the region, as well as attract and facilitate FDI from ANZ region. Invest Northern Ireland has presence in 5 regions in Asia Pacific: Mainland China, Hong Kong & Macau, North East Asia, South East Asia, and Australia & New Zealand. Our International Business offices are stra",Senior operator with extensive ANZ market experience.,"[{""name"": ""Invest Northern Ireland""}, {""name"": ""C.Y. International""}]",https://linkedin.com/in/chia-yi-cheng,,,True,False,,Chia-Yi Cheng
19.0,Nigel Williams,nigel-williams,False,Active Advisor,Strategic Advisor,Clayton Utz,"Sydney, New South Wales, Australia",Active Advisor; Compliance / Risk; Recognised Industry Leader,both,usa,usa; australia,"Non-Executive Director, recently retired as Commonwealth Bank Chief Risk Officer. Director ASB Bank, Director Cancer Council NSW & Chair Audit, Risk & Technology Committee. MAICD · I joined Commonwealth Bank in 2018 as Group Chief Risk Officer after the APRA Prudential Review to improve the Group’s Risk Management, Culture and Governance. It has been great being part of the leadership team that has made CBA the success it is today delivering industry leading Total Shareholder Return in this period.I have had 20+ years experience in both C-Suite roles and on Boards. The Board roles have been across Australia, NZ, China and Switzerland. This includes three different banks, e",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Clayton Utz""}, {""name"": ""ASB Bank""}]",https://linkedin.com/in/williams-nigel,,,True,False,,Nigel Williams
19.0,Kerrick Lehman,kerrick-lehman,False,Trade & Government,Regional Director & GM - Australia & New Zealand,BT Group,Greater Sydney Area,Trade & Government; Sales / GTM; Cross-border,international_entrant,,australia,"Managing Director, Global Sales & Commercial leader at BT · I’m a purpose led executive leader with a passion for technology, delivering customer outcomes, developing talent, and building a sustainable, high performance business.I work with organisations to enable their digitalisation strategy, connect securely, enhance employee collaboration, and optimise customer engagement across every touchpoint.I have a successful track record of delivering profitable growth, leading high performing teams, driving change, and managing complex P&Ls. My experience spa",Senior operator with extensive ANZ market experience.,"[{""name"": ""BT Group""}, {""name"": ""Orange Business""}]",https://linkedin.com/in/kerricklehman,,,True,False,,Kerrick Lehman
