Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL
Melbourne Accelerator Program (MAP) Cyber,Programs,Accelerator,VIC,"$20,000 equity-free (MAP Accelerator)",2026: applications closed 14 Jun; program 28 Jul – 24 Oct 2026,Scheduled / Dated,Cybersecurity; Tech,,MAP's dedicated cybersecurity stream supporting cyber startups with specialised mentoring and industry connections.,https://www.unimelb.edu.au/mec/MECPrograms/melbourne-accelerator-program,2026-07-09,https://app.notion.com/p/Melbourne-Accelerator-Program-MAP-Cyber-3985de22266781f38033c6b5a257c687
Melbourne Angels,Funding,Investor,VIC,"100,000 - 500,000",Monthly pitch nights,Scheduled / Dated,Tech,,Melbourne's leading angel network investing $100K-$500K in early-stage ventures. Monthly member pitch nights and due diligence teams.,https://www.melbourneangels.net/,2026-07-09,https://app.notion.com/p/Melbourne-Angels-3985de222667814ca813c94c8b54605a
Melbourne Connect,Connections,Community,VIC,,,Unspecified,,,"University of Melbourne's innovation precinct housing startups, researchers, and corporates. Superfloor coworking for science and tech ventures.",https://www.melbourneconnect.com.au/,2026-07-09,https://app.notion.com/p/Melbourne-Connect-3985de222667813d8875cc19445b2a14
Melbourne Migrapreneurs Program,Programs,Accelerator,VIC,"1,500",Annual intake,Scheduled / Dated,,Migrants,"City of Melbourne program supporting migrant entrepreneurs with training, mentoring, and $1,500 grants.",https://catalysr.com.au/,2026-07-09,https://app.notion.com/p/Melbourne-Migrapreneurs-Program-3985de222667812d8777d5dcaa609f62
Melt Ventures,Funding,Investor,National,$100k - $1.5m,,Unspecified,CleanTech; DeepTech,,Melbourne-based VC investing $100k–$1.5m in climate and deep tech ventures at Pre-Seed and Seed. Operator-led with hands-on commercialisation support.,https://melt.ventures/,2026-07-09,https://app.notion.com/p/Melt-Ventures-3985de22266781f7862ee8874e06dcbf
Mentor Walks,Advice,Expert,National,,Monthly,Scheduled / Dated,,Women,Walking mentorship program connecting women leaders with emerging women professionals and founders. Monthly walks in cities across Australia.,https://www.mentorwalks.com.au/,2026-07-09,https://app.notion.com/p/Mentor-Walks-3985de222667810eb8cec417a993fc25
Mentoring for Growth,Advice,Expert,QLD,,,Unspecified,,,Queensland Government's free mentoring program. Panels of volunteer business experts advise growing Queensland businesses.,https://business.gov.au/expertise-and-advice/mentoring-for-growth,2026-07-09,https://app.notion.com/p/Mentoring-for-Growth-3985de22266781c69b2ed69734346027
Meshpoints,Connections,Community,WA,,,Unspecified,,,WA startup ecosystem connector running events and programs across Perth and regional WA.,https://www.meshpoints.com/,2026-07-09,https://app.notion.com/p/Meshpoints-3985de22266781d39492d04381821e0c
Metagrove Ventures,Funding,Investor,National,$100k - $500k,,Unspecified,CleanTech; HealthTech,,Early-stage VC (formerly Steamworks Ventures) investing $100k–$500k in climate and health ventures at Pre-Seed and Seed.,https://metagrove.vc/,2026-07-09,https://app.notion.com/p/Metagrove-Ventures-3985de222667816eab0fd1a8c1ed69e6
Microequities Venture Capital Fund,Funding,Investor,National,$500k - $5m,,Unspecified,SaaS,,Sydney-based fund investing $500k–$5m in profitable or near-profitable B2B SaaS companies. Revenue-stage businesses only — not pre-revenue startups.,https://microequities.com.au/,2026-07-09,https://app.notion.com/p/Microequities-Venture-Capital-Fund-3985de22266781d7b850f1af8dea1f0b
Microsoft for Startups,Funding,Corporate,National,"Up to 150,000 credits",Apply anytime,Open / Rolling,Tech,,"Azure credits up to US$150K, development tools, and go-to-market support through Founders Hub. No funding or accelerator requirement.",https://foundershub.startups.microsoft.com/,2026-07-09,https://app.notion.com/p/Microsoft-for-Startups-3985de22266781568067dd3c42db66d7
Mintelier Capital,Funding,Investor,National,,,Unspecified,Tech,,Investment firm with limited public information. Unverified entity — verify current mandate and legitimacy before engaging.,http://www.mintelier.com/,2026-07-09,https://app.notion.com/p/Mintelier-Capital-3985de2226678129a3a8ef30f842225d
Monash Generator,Programs,University,VIC,,,Unspecified,,,"Monash University's startup hub. Pre-accelerator and accelerator programs, coworking, and grants for students and alumni ventures.",https://www.monash.edu/generator,2026-07-09,https://app.notion.com/p/Monash-Generator-3985de22266781bc8ca8c60c5d17d063
Monash Venture Studio,Programs,University,VIC,,,Unspecified,DeepTech,,Monash University venture studio co-building deep tech startups from university research with founders-in-residence.,https://www.monash.edu/enterprise/startup-resources/monash-venture-studio,2026-07-09,https://app.notion.com/p/Monash-Venture-Studio-3985de22266781b18a3ee79bfa10d400
Mothership VC,Funding,Investor,National,,,Unspecified,Tech,,Early-stage VC backing ANZ founders. Limited public details on cheque size and sector focus.,https://mothership.vc/,2026-07-09,https://app.notion.com/p/Mothership-VC-3985de222667814fbb4cc3b9d1919bbc
muru-D,Programs,Accelerator,National,,No longer running cohorts (pivoted 2020),Inactive,Tech,,LEGACY: Telstra's startup accelerator that ran 2013-2021. No longer operating but alumni network remains active. Listed for historical reference.,https://www.murud.com/,2026-07-09,https://app.notion.com/p/muru-D-3985de22266781039370f603c01cccf9
NAB Ventures,Funding,Corporate,National,$1m - $10m (Seed to Series B),Always open,Open / Rolling,FinTech,,NAB's corporate VC investing in fintech and adjacent startups strategically relevant to banking. Series A+ focus.,https://www.nabventures.com.au/,2026-07-09,https://app.notion.com/p/NAB-Ventures-3985de222667812592cfc392ffec4830
New Industries and Innovation Fund,Funding,Grant,WA,"Grants up to $250,000 (varies by stream; $40m fund 2025-29)",,Unspecified,,,WA Government fund supporting new industry development and innovation commercialisation in Western Australia.,https://www.jtsi.wa.gov.au/,2026-07-09,https://app.notion.com/p/New-Industries-and-Innovation-Fund-3985de2226678158afadd4bc33a110e0
NextGen Ventures,Funding,Investor,National,~$70k,,Unspecified,Tech,,"Micro-VC writing ~$70k first cheques into pre-seed Australian startups. High-volume, early-conviction model.",https://www.nextgenventures.com.au/,2026-07-09,https://app.notion.com/p/NextGen-Ventures-3985de22266781d4a37cf07b414f5531
NIAA Indigenous Entrepreneurs Fund,Advice,Government,National,Varies,Rolling,Open / Rolling,,Indigenous,National Indigenous Australians Agency funding for First Nations business owners. Capital grants and business support.,https://www.niaa.gov.au/,2026-07-09,https://app.notion.com/p/NIAA-Indigenous-Entrepreneurs-Fund-3985de2226678154b937e60b81990f71
NSW Agriculture Innovation and Growth Program,Funding,Grant,NSW,Varies,Closed (last round closed 23 Jan 2026),Scheduled / Dated,AgTech,,"NSW Government funding for agricultural innovation, agtech adoption, and farm productivity improvements.",https://www.nsw.gov.au/,2026-07-09,https://app.notion.com/p/NSW-Agriculture-Innovation-and-Growth-Program-3985de22266781ad930bca26bfc80f71
NSW Clean Technology Innovation Grants,Funding,Grant,NSW,Varies,Open - closes 8 Sep 2026,Open / Rolling,CleanTech,,NSW Government grants supporting clean technology R&D and commercialisation to reduce emissions.,https://www.nsw.gov.au/,2026-07-09,https://app.notion.com/p/NSW-Clean-Technology-Innovation-Grants-3985de2226678144bc6fca4b60eb2a79
NSW Grants and Funding Finder,Advice,Tool,NSW,,Always open,Open / Rolling,,,"NSW Government's searchable directory of grants, rebates, and funding programs for businesses and individuals.",https://www.nsw.gov.au/grants-and-funding,2026-07-09,https://app.notion.com/p/NSW-Grants-and-Funding-Finder-3985de22266781f7a903d77b3e44ec79
NSW Innovation,Advice,Government,NSW,,,Unspecified,Tech,,"NSW Government's innovation policy arm. Programs include the Sydney Startup Hub, MVP Ventures, and Tech Central precinct development.",https://www.investment.nsw.gov.au/,2026-07-09,https://app.notion.com/p/NSW-Innovation-3985de2226678181889cc850f5abe4df
NSW Innovation Ecosystem Navigator,Advice,Tool,NSW,,Always open,Open / Rolling,,,"Interactive directory mapping NSW's innovation ecosystem: accelerators, investors, hubs, and support programs.",https://nswinnovation.notion.site/innovationecosystem-navigator,2026-07-09,https://app.notion.com/p/NSW-Innovation-Ecosystem-Navigator-3985de22266781be8bf4f964c352f206
NSW MVP Ventures Program,Funding,Grant,NSW,"25,000 - 75,000",Round 3 closed 10 Apr 2026; check for Round 4 opening,Inactive,Tech; AgTech; HealthTech; CleanTech,Women; Regional; Indigenous,"Matched grants $25K-$75K for NSW startups commercialising minimum viable products. Priority for women, regional, and Indigenous founders.",https://www.nsw.gov.au/business-and-economy/innovation/grants-and-programs/mvp-ventures-program,2026-07-09,https://app.notion.com/p/NSW-MVP-Ventures-Program-3985de222667815ca09bfd894b7a7f28
NT Business Innovation Support,Funding,Grant,NT,,,Unspecified,,,NT Government innovation support including vouchers and advisory for Territory businesses developing new products.,https://business.nt.gov.au/,2026-07-09,https://app.notion.com/p/NT-Business-Innovation-Support-3985de22266781dd9c25f77cfa7d4649
NT Indigenous Business Network,Connections,Community,NT,,,Unspecified,,Indigenous,"Network supporting Aboriginal and Torres Strait Islander businesses across the Northern Territory. Events, directory, and advocacy.",https://ntibn.org.au/,2026-07-09,https://app.notion.com/p/NT-Indigenous-Business-Network-3985de22266781a09e26e24d40a75370
NZ Growth Capital Partners,Funding,Investor,National,,,Unspecified,AgTech; HealthTech; DeepTech,,NZ Government-backed investor supporting NZ startups through Aspire fund and Elevate fund-of-funds. Relevant for trans-Tasman ventures.,https://nzgcp.co.nz/,2026-07-09,https://app.notion.com/p/NZ-Growth-Capital-Partners-3985de22266781bfb7c1e763e96f70e4
OIF Ventures,Funding,Investor,National,$500k - $10m,Always open,Open / Rolling,FinTech; Tech,,Sydney VC investing from seed to Series B. $500M+ AUM backing founders solving enterprise problems. Portfolio includes Go1 and Instaclustr.,https://oifventures.com.au/,2026-07-09,https://app.notion.com/p/OIF-Ventures-3985de22266781829d86e9546db76ec9
One Roof Unstoppable Founder Competition,Funding,Competition,National,5000,Annual (March),Scheduled / Dated,,Women,"Annual pitch competition spotlighting women founders. Winners receive cash, coaching, and community access from One Roof's network.",https://www.oneroof.com.au/,2026-07-09,https://app.notion.com/p/One-Roof-Unstoppable-Founder-Competition-3985de222667810496fada76c262f3a4
OnMarket,Funding,Investor,National,"50,000 - 5 million",Apply anytime,Open / Rolling,Tech,,Equity crowdfunding and IPO platform. Retail investors access early-stage deals from $50 minimum investment.,https://www.onmarket.com.au/,2026-07-09,https://app.notion.com/p/OnMarket-3985de22266781bcb5e0f9f4a3c7196d
Oscar Capital,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based private investment firm. Limited public information on venture mandate.,https://oscarcapital.com.au/,2026-07-09,https://app.notion.com/p/Oscar-Capital-3985de22266781559d11d4827fcc5f68
Our Innovation Fund,Funding,Investor,National,,Always open,Open / Rolling,CleanTech,,Early-stage VC backing Australian founders building global companies. Climate and impact tilt with generalist software focus.,https://www.oifventures.com.au/,2026-07-09,https://app.notion.com/p/Our-Innovation-Fund-3985de222667818393d5ed6b554d48b0
Out for Australia,Connections,Community,National,,,Unspecified,,LGBTQ+,National LGBTQ+ professional network with mentoring programs supporting queer professionals and founders early in their careers.,https://www.outforaustralia.org/,2026-07-09,https://app.notion.com/p/Out-for-Australia-3985de22266781eba81be734409fd496
Oval Ventures,Funding,Investor,National,~14m JPY,,Unspecified,DeepTech,,Japanese VC with Australian activity. Invests ~¥14m average in early-stage ventures bridging Japan and Oceania markets.,https://oval.ventures/,2026-07-09,https://app.notion.com/p/Oval-Ventures-3985de222667819e844be1a282f3f7ad
Overnight Success,Advice,Expert,National,,,Unspecified,,,Startup media and podcast platform sharing Australian founder stories and practical startup lessons.,https://www.overnightsuccess.vc/,2026-07-09,https://app.notion.com/p/Overnight-Success-3985de22266781eabcf0e1ae94a97c0d
Pacific Channel,Funding,Investor,National,"1,000,000 - 10,000,000",,Unspecified,DeepTech; HealthTech; CleanTech,,"NZ-based deep tech VC investing NZ$1m–$10m in science-backed ventures: health, climate, and advanced materials. Active across Australasia.",https://www.pacificchannel.com/,2026-07-09,https://app.notion.com/p/Pacific-Channel-3985de22266781049885d8b57ad6118d
Paloma,Funding,Investor,National,,,Unspecified,Tech,,Venture studio building and backing consumer and B2B ventures. Limited public information on current programs.,https://palomagroup.com/,2026-07-09,https://app.notion.com/p/Paloma-3985de22266781078379d552e75a3a29
Perle Ventures,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based VC backing early-stage Australian technology companies. Limited public details on mandate.,https://www.perleventures.com/,2026-07-09,https://app.notion.com/p/Perle-Ventures-3985de22266781f7bdd0e3d9711c0977
Perth Angels,Funding,Investor,WA,,Monthly events,Scheduled / Dated,Tech,,WA's premier angel investor network. Monthly pitch events connecting Perth startups with local angel investors.,https://www.perthangels.com.au/,2026-07-09,https://app.notion.com/p/Perth-Angels-3985de22266781349d52e1c2bd71e492
Phase Alpha,Funding,Investor,National,,,Unspecified,DeepTech,,Deep tech venture firm supporting frontier technology commercialisation in Australia.,https://www.phasealpha.vc/,2026-07-09,https://app.notion.com/p/Phase-Alpha-3985de22266781ff84c3e01066e0866b
Pinery Capital,Funding,Investor,National,,,Unspecified,Tech,,Private investment firm with Australian venture activity. Limited public information available.,https://pinerycapital.com/,2026-07-09,https://app.notion.com/p/Pinery-Capital-3985de2226678141831ffba95a75cfd5
Pitchberry,Advice,Tool,National,,,Unspecified,,,Platform connecting startups with investors through structured pitch materials and warm introductions.,https://pitchberry.ai/,2026-07-09,https://app.notion.com/p/Pitchberry-3985de222667812a96eafd36beebbd6e
Playbook Ventures,Funding,Investor,VIC,,Always open,Open / Rolling,SaaS,,Melbourne-based early-stage VC backing B2B software founders. Operator-led with portfolio support focus.,https://www.playbookventures.com.au/,2026-07-09,https://app.notion.com/p/Playbook-Ventures-3985de222667819f9a20f3950ca05d68
PLUS EIGHT,Programs,Accelerator,WA,,Annual intake,Scheduled / Dated,Tech; CleanTech; HealthTech,,"WA's leading accelerator run by Spacecubed. Seed funding, mentoring, and demo day for Perth startups. Backed by Hawaiian and RAC.",https://pluseight.spacecubed.com/accelerator,2026-07-09,https://app.notion.com/p/PLUS-EIGHT-3985de22266781da941affe3a88b5491
Polipo Ventures,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based early-stage investor. Limited public information on mandate and cheque size.,https://www.polipoventures.com/,2026-07-09,https://app.notion.com/p/Polipo-Ventures-3985de22266781178122e17bea6ed77d
Possible Ventures,Funding,Investor,National,,,Unspecified,DeepTech; CleanTech,,"Global VC investing in science-enabled ventures across climate, health, and deep tech. Active in Australia with pre-seed and seed cheques.",https://possible.ventures/,2026-07-09,https://app.notion.com/p/Possible-Ventures-3985de22266781c0a825d4ef43b91fe1
Pozible,Funding,Investor,National,"1,000 - 500,000",Apply anytime,Open / Rolling,Tech,,Australian crowdfunding platform for creative projects and community ventures. Rewards-based campaigns.,https://www.pozible.com/,2026-07-09,https://app.notion.com/p/Pozible-3985de222667813abeddf691c7f0b94a
Pride in Diversity,Connections,Community,National,,,Unspecified,,LGBTQ+,Australia's national employer support program for LGBTQ+ workplace inclusion. AWEI benchmarking and workplace programs.,https://www.prideinclusionprograms.com.au/,2026-07-09,https://app.notion.com/p/Pride-in-Diversity-3985de2226678165a3dbf842261d0838
Prosus Ventures,Funding,Investor,National,,,Unspecified,FinTech; EdTech; Tech,,"Global growth investor (Naspers group) backing marketplace, fintech, and edtech companies. Selective Australian activity at growth stages.",https://www.prosus.com/ventures/,2026-07-09,https://app.notion.com/p/Prosus-Ventures-3985de22266781d489eeed4af41a955b
Proto Axiom,Funding,Investor,National,,,Unspecified,BioTech; LifeSciences,,Sydney-based biotech venture builder creating and funding life sciences companies from Australian research.,https://protoaxiom.com/,2026-07-09,https://app.notion.com/p/Proto-Axiom-3985de222667815bb8a4e520a54bcaee
Purpose Ventures,Funding,Investor,WA,,Always open,Open / Rolling,CleanTech; Tech,,Perth-based fund investing in purpose-driven WA ventures. Patient capital for impact-oriented founders.,https://purpose.ventures/,2026-07-09,https://app.notion.com/p/Purpose-Ventures-3985de22266781048556c14f1e982dc8
PwC Scaleup Network,Connections,Community,National,,,Unspecified,,,"PwC's program connecting scaleups with corporate clients, advisory support, and investor networks.",https://www.pwc.com.au/,2026-07-09,https://app.notion.com/p/PwC-Scaleup-Network-3985de2226678167b74af369d6062479
QIC Ventures,Funding,Investor,QLD,,,Unspecified,Tech,,Queensland Investment Corporation's venture arm investing in growth companies strategically relevant to Queensland.,https://www.qic.com/,2026-07-09,https://app.notion.com/p/QIC-Ventures-3985de22266781a093b3f10e86702b19
Qualgro VC,Funding,Investor,National,$1m - $5m,,Unspecified,SaaS; AI/ML,,"Singapore-based VC investing US$1m–$5m at Series A and B in B2B data, AI, and SaaS companies across Southeast Asia and Australia.",https://qualgro.com/,2026-07-09,https://app.notion.com/p/Qualgro-VC-3985de22266781bca4f6dbd3095bea8f
Queensland Accelerating Female Founders Program,Funding,Grant,QLD,"50,000 - 200,000",Open,Open / Rolling,,Women,Queensland Government grants $50K-$200K for women-led startups plus capability programs. Part of Advance Queensland.,https://www.business.qld.gov.au/,2026-07-09,https://app.notion.com/p/Queensland-Accelerating-Female-Founders-Program-3985de2226678175a385f379c9d98a5e
Queensland Female Founders Co-Investment Fund,Funding,Grant,QLD,"50,000 - 200,000",Open until allocated,Open / Rolling,,Women,Co-investment matching private investment $50K-$200K into Queensland women-founded startups.,https://www.business.qld.gov.au/,2026-07-09,https://app.notion.com/p/Queensland-Female-Founders-Co-Investment-Fund-3985de22266781ad81a3cdbda926385d
Queensland Government Grants Finder,Advice,Tool,QLD,,Always open,Open / Rolling,,,"Searchable directory of Queensland Government grants and programs for business, community, and individuals.",https://www.business.qld.gov.au/,2026-07-09,https://app.notion.com/p/Queensland-Government-Grants-Finder-3985de222667812d976afb98cf36ce44
QUT bluebox,Programs,University,QLD,,,Unspecified,,,"QUT's innovation hub and startup programs. Bluebox Accelerator, student programs, and research commercialisation support.",https://www.qut.edu.au/bluebox,2026-07-09,https://app.notion.com/p/QUT-bluebox-3985de222667818b84afc80891fb0e56
R&D Capital Partners,Funding,Investor,National,"50,000 - 5 million",Apply anytime,Open / Rolling,Tech,,Lends against R&D Tax Incentive refunds. Advance funding $50K-$5M so startups access their rebate months early.,https://www.rdcapital.net.au/,2026-07-09,https://app.notion.com/p/R-D-Capital-Partners-3985de22266781d1b372da8ed869a655
R&D Tax Incentive,Funding,Grant,National,Up to 43.5% offset,Claim annually,Scheduled / Dated,,,Federal tax offset up to 43.5% refundable for eligible R&D activities. Australia's largest innovation support program.,https://business.gov.au/grants-and-programs/research-and-development-tax-incentive,2026-07-09,https://app.notion.com/p/R-D-Tax-Incentive-3985de22266781df8f42e7b01737fb9b
Radium Capital,Funding,Investor,National,"50,000 - 10 million",Apply anytime,Open / Rolling,Tech,,R&D advance funding specialist. Quarterly advances against R&D Tax Incentive claims so companies access refunds early.,https://radiumcapital.com.au/,2026-07-09,https://app.notion.com/p/Radium-Capital-3985de22266781479799c2a8c2b5ae42
Rampersand,Funding,Investor,National,$250k - $2.5m first cheque,Always open,Open / Rolling,Tech,,"Melbourne and Sydney VC backing pre-seed and seed founders since 2013. Data-led, hands-on support model.",https://www.rampersand.vc/,2026-07-09,https://app.notion.com/p/Rampersand-3985de22266781e19d08c2e57449006d
REACH Australia and New Zealand,Funding,Investor,QLD,,,Unspecified,Tech,,Global proptech growth program (Second Century Ventures / NAR) supporting real estate technology companies scaling in ANZ.,https://www.reach.vc/,2026-07-09,https://app.notion.com/p/REACH-Australia-and-New-Zealand-3985de2226678144a2fbd01d9f562d2a
ReGen Ventures,Funding,Investor,National,$250k - $3m,,Unspecified,CleanTech; DeepTech,,"Regenerative-focused VC investing US$250k–$3m in ventures restoring planetary health: food, materials, and ecosystems.",https://www.regen.vc/,2026-07-09,https://app.notion.com/p/ReGen-Ventures-3985de222667815dbce2efca2e391dc8
Regional Accelerator Network,Connections,Community,National,,,Unspecified,,Regional,Network connecting regional Australian founders with accelerator programs and startup support outside capital cities.,https://getsova.com.au/directory.html,2026-07-09,https://app.notion.com/p/Regional-Accelerator-Network-3985de2226678159844cd80cbb5a8e28
Regional Angels,Funding,Investor,National,,,Unspecified,Tech,Regional,Angel network investing in regional Australian startups. Connects regional founders with capital and mentoring.,https://regionalangels.com.au/,2026-07-09,https://app.notion.com/p/Regional-Angels-3985de22266781c1808ddf5e26deded4
Regional Development Australia,Advice,Government,National,,,Unspecified,,Regional,Federal network of regional committees supporting economic development including regional entrepreneurship programs.,https://www.rda.gov.au/,2026-07-09,https://app.notion.com/p/Regional-Development-Australia-3985de22266781f69e00e4713caff3d4
Regional Tech Hub,Connections,Community,National,,,Unspecified,Tech,Regional,Free advice on digital connectivity for regional Australians — relevant for regional founders needing connectivity solutions.,https://www.regionaltechhub.org.au/,2026-07-09,https://app.notion.com/p/Regional-Tech-Hub-3985de2226678118b7cfd7ddc2665f8c
Remarkable Australia+ Accelerator,Programs,Accelerator,National,"$75,000 seed funding",2026 dates TBA,Scheduled / Dated,HealthTech,Disability,Disability tech accelerator by Cerebral Palsy Alliance. Backs startups building technology for disability inclusion. Equity-free grants.,https://www.remarkable.org/,2026-07-09,https://app.notion.com/p/Remarkable-Australia-Accelerator-3985de2226678197934af6da61133d88
Right Click Capital,Funding,Investor,National,$100k – $10m (leads up to $10m; pre-seed to Series B),Always open,Open / Rolling,Tech; Cybersecurity; AI,,Sydney VC investing in internet and technology businesses at seed through Series B. Growth-focused with founder-first approach.,https://www.rightclickcapital.com/,2026-07-09,https://app.notion.com/p/Right-Click-Capital-3985de22266781b59aaafd31895ac650
River City Labs Accelerator,Programs,Accelerator,QLD,,,Unspecified,Tech,,"Brisbane's leading startup community owned by ACS. Coworking, accelerator programs, and events in Fortitude Valley.",https://rivercitylabs.acs.org.au/,2026-07-09,https://app.notion.com/p/River-City-Labs-Accelerator-3985de222667812f930ac3b444a77091
RMIT Activator,Programs,University,VIC,"Up to 50,000",,Unspecified,,,RMIT's entrepreneurship platform. Programs from idea to launch with grants up to $50K for student and alumni ventures.,https://rmitactivator.rmit.edu.au/,2026-07-09,https://app.notion.com/p/RMIT-Activator-3985de2226678197b666d19ba88831a6
RSL DefenceCare,Advice,Expert,National,,,Unspecified,,Veterans,Supports veterans and families including employment and small business transition assistance.,https://www.rsldefencecare.org.au/,2026-07-09,https://app.notion.com/p/RSL-DefenceCare-3985de22266781408edfcd0eccf09c09
Runway Geelong,Programs,Accelerator,VIC,,,Unspecified,Tech,,"Geelong's startup incubator supporting regional Victorian founders with programs, mentoring, and coworking.",https://runwayhq.co/,2026-07-09,https://app.notion.com/p/Runway-Geelong-3985de222667819fb9b0f0f93ece17d5
SA Seed-Start Program,Funding,Grant,SA,"50,000 - 500,000",Open now,Open / Rolling,,,SA Government's flagship startup grants: Seed grants $50K-$100K and Start grants up to $500K matched funding for SA startups.,https://business.sa.gov.au/programs/grant-programs,2026-07-09,https://app.notion.com/p/SA-Seed-Start-Program-3985de222667817cb3a1e515fe8f208f
SA Startup Ecosystem,Advice,Government,SA,,,Unspecified,,,South Australia's startup support landscape anchored by Lot Fourteen precinct and the SA Venture Capital Fund.,https://statedevelopment.sa.gov.au/startup-ecosystem,2026-07-09,https://app.notion.com/p/SA-Startup-Ecosystem-3985de22266781268ec7c085c5e4e247
Salus Ventures,Funding,Investor,National,,,Unspecified,DeepTech; Cybersecurity,,"Sydney-based VC investing in national security and dual-use technology: cyber, space, AI, and defence applications.",https://www.salus.vc/,2026-07-09,https://app.notion.com/p/Salus-Ventures-3985de2226678107bc62c977cc0eee7f
Sapien Ventures,Funding,Investor,NSW,$500k – $2m (FinTech/blockchain; seed to Series A),,Unspecified,FinTech; AI/ML,,"Sydney VC investing in fintech, blockchain, and marketplace startups. China-Australia cross-border expertise.",https://sapienventures.com.au/,2026-07-09,https://app.notion.com/p/Sapien-Ventures-3985de22266781fdbbbad10f7079fe8c
Scale Investors,Funding,Investor,National,"100,000 - 3,500,000",Apply anytime,Open / Rolling,Tech,Women,Australia's leading gender-lens investor. Angel network and fund backing women-led startups $100K-$3.5M.,https://www.scaleinvestors.com.au/,2026-07-09,https://app.notion.com/p/Scale-Investors-3985de22266781dcbb8cc25bb86b8c80
SCORE Mentoring,Advice,Expert,National,,,Unspecified,,,Volunteer business mentoring network. Free mentoring sessions for small business owners and founders.,https://www.score.org/,2026-07-09,https://app.notion.com/p/SCORE-Mentoring-3985de22266781e48505c72f3efbd749
ScotPac,Funding,Investor,National,,Apply anytime,Open / Rolling,FinTech,,"SME lender providing invoice finance, trade finance, and asset finance. Australia's largest non-bank SME lender.",https://www.scotpac.com.au/,2026-07-09,https://app.notion.com/p/ScotPac-3985de22266781a0bfb1c70773d015c3
SecondQuarter Ventures,Funding,Investor,National,Secondaries fund (buys existing stakes from founders/employees; Fund III targeting $4bn liquidity),,Unspecified,Tech; SaaS,,"Secondary-focused fund buying shares from early employees and investors in Australian scaleups. Liquidity solutions, not primary funding.",https://www.secondquarter.vc/,2026-07-09,https://app.notion.com/p/SecondQuarter-Ventures-3985de22266781dab203d84439510174
Seed Space Venture Capital,Funding,Investor,NSW,$100k – $1m (FinTech seed to Series A),,Unspecified,FinTech,,Fintech-focused VC (Ledger Investing group) with Sydney presence investing in insurtech and financial infrastructure.,https://seedspace.vc/,2026-07-09,https://app.notion.com/p/Seed-Space-Venture-Capital-3985de222667812199d6d179af1b5753
SEEK Investments,Funding,Investor,VIC,,Always open,Open / Rolling,EdTech,,"SEEK's strategic investment arm backing HR tech, edtech, and online employment ventures globally.",https://www.seekinvestments.com/,2026-07-09,https://app.notion.com/p/SEEK-Investments-3985de22266781928e4ff8c4eac66c92
Self-Employment Assistance,Programs,Program,National,,Always open,Open / Rolling,,,"Free federal program helping eligible job seekers start a business. Training, business plan support, and 12 months of mentoring. Small business coaching available.",https://www.employment.gov.au/self-employment-assistance,2026-07-09,https://app.notion.com/p/Self-Employment-Assistance-3985de222667815bad19e6fa57d7da7f
Service Tasmania Business Grants Finder,Advice,Tool,TAS,,Always open,Open / Rolling,,,Tasmanian Government's directory of grants and support programs for Tasmanian businesses.,https://www.service.tas.gov.au/,2026-07-09,https://app.notion.com/p/Service-Tasmania-Business-Grants-Finder-3985de22266781e6baf0e362ca854253
Shearwater Capital,Funding,Investor,National,,,Unspecified,SaaS,,Growth equity firm investing in established B2B software companies. Later-stage focus with operational involvement.,https://www.shearwater.co/,2026-07-09,https://app.notion.com/p/Shearwater-Capital-3985de22266781328ea4dc33ef80729e
Side Stage Ventures,Funding,Investor,National,Up to $500k,,Unspecified,SaaS; Tech,,Sydney-based VC writing cheques up to $500k at Pre-Seed and Seed. Backs ANZ software founders building global products.,https://sidestage.vc/,2026-07-09,https://app.notion.com/p/Side-Stage-Ventures-3985de22266781b8827fea0f418bf2fd
Signal Ventures,Funding,Investor,National,,,Unspecified,FinTech,,Early-stage fintech investor backing Australian financial technology startups at seed stage.,https://signal.vc/,2026-07-09,https://app.notion.com/p/Signal-Ventures-3985de22266781d89f77e9416ffebf21
Significant Ventures,Funding,Investor,National,$100k - $500k,,Unspecified,Tech,,Melbourne-based VC investing $100k–$500k in early-stage ventures with significant impact potential.,https://www.significant.vc/,2026-07-09,https://app.notion.com/p/Significant-Ventures-3985de2226678160969aee9ce3e5a612
Skalata Ventures,Funding,Investor,VIC,$100k - $300k initial (follow-on to $1m+),Always open,Open / Rolling,Tech,,Melbourne seed fund investing standard $150K into high-potential startups with structured 6-month program. 100+ portfolio companies.,https://www.skalata.co/,2026-07-09,https://app.notion.com/p/Skalata-Ventures-3985de2226678117b94cdd6f3ca1c88e
Skip Capital,Funding,Investor,National,,Always open,Open / Rolling,Tech,,"Kim Jackson and Scott Farquhar's private fund investing in infrastructure, technology, and climate ventures.",https://skipcapital.com/,2026-07-09,https://app.notion.com/p/Skip-Capital-3985de22266781758600d568b76626a7
