event_name,event_date_start,event_date_end,next_edition_expected,venue,city,state,organiser,organiser_website,website_url,registration_url,description,target_audience,event_type,frequency,recurring,ticket_price_range_aud,expected_attendance,exhibitor_count,sector_tags,notes,source_url,notion_page_url
"Mumbrella CommsCon","2026-03-25",,"March 2027 (Crown Sydney, TBC)","Crown Sydney","Sydney","NSW","Mumbrella","https://mumbrella.com.au","https://mumbrella.com.au/commscon",,"Australia's premier PR and communications conference, run by Mumbrella at Crown Sydney, covering reputation, influence, measurement and AI in communications, culminating in the CommsCon Awards gala the same evening.","Communications leaders, senior brand marketers, PR agencies and corporate affairs professionals","industry_summit","annual",true,,,,"Marketing, Media","2026 edition has run (25 March 2026). Includes the CommsCon Awards recognising PR excellence across Australia and NZ.","https://mumbrella.com.au/commscon","https://app.notion.com/p/5c23616407c74dc7ab90c15ef6cd6520"
"Mumbrella360",,,"May 2027, Sydney (expected; annual - the 2026 edition, its 15th, ran 26-28 May at Carriageworks with 100+ speakers across 10 content streams)",,"Sydney","NSW","Mumbrella (Diversified Communications Australia)","https://mumbrella.com.au","https://mumbrella.com.au/mumbrella360","https://mumbrella.com.au/mumbrella360","Australia's most important media and marketing industry conference, bringing together senior marketers and agency leaders for three days of content and networking. The flagship sponsorship platform for martech and media vendors targeting Australian CMOs.","Senior marketers, media agencies, publishers and adtech/martech vendors","conference_with_expo","annual",true,,,,"Marketing, Media","2027 dates not yet announced - dates left null per verification rules.","https://mumbrella.com.au/mumbrella360","https://app.notion.com/p/104c29ae0b23485093385781f1a386d0"
"National Education Summit",,,"Mid-2026, Brisbane and Melbourne editions (expected; annual dual-city format - 2025 editions ran in both cities; dates via official site)",,"Melbourne","VIC","IEC Group (International Exhibition & Conference Group)","https://iecgroup.com.au","https://nationaleducationsummit.com.au/","https://nationaleducationsummit.com.au/","An annual dual-city (Brisbane and Melbourne) education event combining paid PD conferences with a free education expo and seminars. A cost-effective exhibition route for education vendors targeting school-level buyers.","K-12 principals, school leaders and teachers seeking professional development and classroom solutions","conference_with_expo","multiple_per_year",true,,,,"Education","2026 dates were not published in a verifiable form at research time - dates left null per verification rules. New Early Learning and Early Career Educator streams announced for 2026.","https://nationaleducationsummit.com.au/","https://app.notion.com/p/c032afe8e5ba4d0c8204d2460ed093e8"
"National Family Law Conference","2026-10-20","2026-10-22",,"Hotel Grand Chancellor Convention and Exhibition Centre","Hobart","TAS","Family Law Section, Law Council of Australia","https://www.familylawsection.org.au","https://www.familylaw2026.com.au/","https://www.familylaw2026.com.au/","The 21st National Family Law Conference - the flagship biennial gathering of Australia's largest legal practice area, with a full exhibition and sponsorship programme. Registrations for 2026 sold out well in advance, underlining its commercial pull.","Family law practitioners, judiciary and legal services providers nationwide","conference_with_expo","biennial",true,,,,"Legal","Registrations exhausted with a waitlist operating - exhibitor/sponsor access via the Family Law Section. Theme: ""Landscapes of Thought"".","https://www.familylaw2026.com.au/","https://app.notion.com/p/3bb8abc0837043eea4adf1ed34988988"
"National General Assembly of Local Government (NGA)","2026-06-23","2026-06-25","June 2027 (annual; held in Canberra since 1994)","National Convention Centre","Canberra","ACT","Australian Local Government Association (ALGA)","https://alga.com.au","https://alga.com.au/event/2026-national-general-assembly/",,"The largest annual gathering of Australian local government leaders - mayors, shire presidents and councillors - run by the Australian Local Government Association as part of Local Government Week.",,"industry_summit","annual",false,,1000,,"Government","Largest annual gathering of local government leaders in Australia - regularly attracts 1,000+ delegates (mayors, shire presidents, councillors). 32nd NGA; part of Local Government Week 2026. 2026 edition has run.","https://alga.com.au/event/2026-national-general-assembly/","https://app.notion.com/p/85d5bce2b03249aab2c7f79b42bf49c0"
"NFDA Conference (National Funeral Directors Association of Australia)","2026-07-23","2026-07-25",,"Crown Melbourne","Melbourne","VIC","National Funeral Directors Association of Australia (NFDA)",,"https://www.eventbrite.com/e/2026-nfda-conference-tickets-1989270438431",,"Three days of networking, learning, fellowship and connection for the NFDA community from across Australia.","Funeral directors and funeral service professionals","conference_with_expo","annual",true,,,,,"Source is the organiser's own Eventbrite listing; no standalone conference website found.","https://www.eventbrite.com/e/2026-nfda-conference-tickets-1989270438431","https://app.notion.com/p/fcb73b21e5ce4670adc8c32767058f49"
"NIBA Convention","2026-10-18","2026-10-20",,"RACV Royal Pines Resort","Gold Coast","QLD","National Insurance Brokers Association (NIBA)","https://niba.com.au","https://niba.com.au/2026-convention","https://niba.com.au/2026-convention","The insurance broking profession's flagship national event, combining plenaries, workshops and a dynamic sponsor marketplace. The 2026 edition runs 30+ sessions with 80+ speakers under the theme ""Future Ready"".","Insurance brokers at all career stages, insurers, underwriting agencies and service providers","conference_with_expo","annual",true,,,,"Financial Services","2025 edition ran at the same venue (19-21 October) - Gold Coast is its established home.","https://niba.com.au/2026-convention","https://app.notion.com/p/f65163d07a28418eae3f2e2edc10b1b3"
"NoVacancy Hotel + Accommodation Industry Expo","2026-09-23","2026-09-24",,"ICC Sydney Exhibition Centre","Sydney","NSW","Terrapinn","https://www.terrapinn.com","https://www.terrapinn.com/exhibition/novacancy/index.stm","https://www.terrapinn.com/exhibition/novacancy/index.stm","Australia's largest annual hotel and accommodation industry event, covering the whole hospitality supply chain from property technology to design and guest experience. The key vendor-to-buyer floor for suppliers targeting accommodation operators.","Owners, operators and decision makers from hotels, motels, serviced apartments, resorts, pubs, clubs and bars","trade_exhibition","annual",true,,6000,200,"Hospitality, Tourism","Attendance (6,000+) and exhibitor (200+) figures from the official Terrapinn site. Terrapinn also runs a NoVacancy London spin-off.","https://www.terrapinn.com/exhibition/novacancy/index.stm","https://app.notion.com/p/813c746091094a339ac913f36959c48f"
"O-SHOW (ODMA Optical Trade Fair)","2026-08-16","2026-08-17",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Optical Distributors and Manufacturers Association (ODMA)","https://www.odma.com.au","https://www.odma.com.au/events",,"The Optical Distributors and Manufacturers Association's optical industry trade fair, held in even years alternating with the larger ODMAFair, covering lenses, frames, sunglasses and equipment; free for trade visitors.",,"trade_exhibition","biennial",false,,,,"MedTech","Optical industry trade fair - lenses, frames, sunglasses and equipment. Free for trade visitors. O-SHOW runs in even years, alternating with the larger ODMAFair (odd years). O-SHOW 26: Sun 16 - Mon 17 Aug 2026 at MCEC.","https://www.odma.com.au/events","https://app.notion.com/p/46b3102ede594e2aa32d97f50844f2c3"
"ODMAFair","2027-08-13","2027-08-14",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Optical Distributors and Manufacturers Association (ODMA)","https://www.odma.com.au","https://www.odmafair.com.au",,"Australia's flagship optical industry trade fair, run biennially by the Optical Distributors and Manufacturers Association, covering lenses, frames, contact lenses, equipment and practice services; free for visitors.",,"trade_exhibition","biennial",false,,,,"MedTech","Australia's flagship optical industry trade fair - lenses, frames, contact lenses, equipment, practice services. Free for visitors. Biennial (odd years), alternating with O-SHOW. ODMAFair25 ran 27-29 June 2025 at ICC Sydney with record attendance; ODMAFair27 confirmed for Fri 13 - Sat 14 Aug 2027 at MCEC (per ODMA announcement via mivision, Apr 2026).","https://mivision.com.au/2026/04/odmafair-returns-to-melbourne-for-2027/","https://app.notion.com/p/70ee22be83e549cba337b647f20ea315"
"Online Retailer Conference & Expo","2026-07-22","2026-07-23",,"ICC Sydney","Sydney","NSW","RX Australia","https://rxglobal.com/rx-australia","https://www.onlineretailer.com/","https://www.onlineretailer.com/en-gb/visit.html","Australia's largest ecommerce conference and expo, running for over 15 years and drawing thousands of retail professionals to ICC Sydney each July. With 150+ exhibiting solution providers and 200+ speakers, it is the primary shop window for retail tech vendors entering the Australian market and a fast way for ANZ brands to benchmark their online operations.","Retailers, ecommerce managers, digital marketers, brand leaders and retail technology buyers","conference_with_expo","annual",true,,,150,"Retail","Organised by RX (Reed Exhibitions). Incorporates the Online Retail Industry Awards (ORIAS). Exhibitor count (150+) from official visit page; official site cites 'thousands' of attendees without a specific figure.","https://www.onlineretailer.com/","https://app.notion.com/p/da5ea1190e59409f87c3ec4638bb84d7"
"OT Exchange (Occupational Therapy Australia)","2026-06-23","2026-06-24","32nd National Conference & Exhibition, 9-11 Jun 2027, Melbourne Convention & Exhibition Centre","Brisbane Convention & Exhibition Centre","Brisbane","QLD","Occupational Therapy Australia","https://otaus.com.au","https://www.otausevents.com.au/otexchange2026/",,"Australia's largest clinical conference for occupational therapists. 2026 theme: From Ideas to Impact, with streams spanning older persons, disability, paediatrics, assistive technology and knowledge translation.","Occupational therapists across disability, paediatrics, aged care & assistive technology","conference_with_expo","annual",true,,,,"Healthcare","Ran 23-24 Jun 2026. OTA alternates OT Exchange with its full National Conference & Exhibition - OTAUS 2027 is planned for Melbourne (EOIs closed 25 May 2026).","https://www.otausevents.com.au/otexchange2026/","https://app.notion.com/p/a72c63386a344a73b745ff9f8960e448"
"Ozwater","2027-05-04","2027-05-06","Ozwater'28: 23-25 May 2028, MCEC Melbourne; Ozwater'29: 29-31 May 2029, Adelaide Convention Centre","ICC Sydney","Sydney","NSW","Australian Water Association","https://www.awa.asn.au","https://www.ozwater.org",,"Australia's premier water industry exhibition and conference, run by the Australian Water Association since 1964, bringing together water utilities, engineers and suppliers around a large exhibition floor.",,"conference_with_expo","annual",false,,,200,"Water, Utilities","Australia's premier water exhibition and conference, running since 1964 (as Federal Convention). 200+ exhibits. 2026 edition ran 26-28 May at Brisbane Convention & Exhibition Centre; row dated to next edition (Ozwater'27, ICC Sydney).","https://www.ozwater.org/about/event-information","https://app.notion.com/p/e0be70ea7ab14db78e7840be3db98daa"
"PacPrint",,,"2028 (calendar realignment announced May 2026; series alternates Melbourne and Sydney; last held 20-23 May 2025 at Sydney Showground)",,,,,,"https://www.pacprint.com.au",,"The most comprehensive B2B event for the print, sign and graphics industries in the Asia-Pacific region, running since 1970 and historically co-located with Visual Impact and the Label & Packaging Expo.",,"trade_exhibition","biennial",false,,,,"Manufacturing","The most comprehensive B2B event for the print, sign and graphics industries in ANZ/Asia-Pacific, running since 1970. No 2026/2027 edition - next edition shifted to 2028 in a strategic calendar realignment. Historically co-located with Visual Impact and the Label & Packaging Expo. Organising entity not clearly stated on official site (contact details match Visual Connections) - left blank.","https://www.sprinter.com.au/pacprint-shifts-to-2028-in-strategic-calendar-realignment/","https://app.notion.com/p/20b063175fa24cd1945cd29582050db0"
"PCOA Conference & Exhibition (PCO Association)","2026-12-06","2026-12-09",,"Nyaal Banyul Geelong Convention and Event Centre","Geelong","VIC","Professional Conference Organisers Association (PCOA)","https://pco.asn.au","https://www.pcoaconference.com.au","https://pcoassociation.eventsair.com/18th-annual-pcoa-conference-exhibition-2026/reg","18th annual conference & exhibition of the PCO Association - the community gathering for event management professionals across Australia and New Zealand.","Professional conference organisers, event managers and event industry suppliers","conference_with_expo","annual",true,,500,,"Tourism, Hospitality","500+ delegates expected per Meet Geelong announcement. Dates (6-9 Dec 2026) per Tropical North Queensland event listing; official site confirms Geelong host and registration is open.","https://www.pcoaconference.com.au","https://app.notion.com/p/76a8ef7a79dd4bdeb508c3dbdb10f395"
"Pharmacy Connect","2026-09-09","2026-09-11",,"Hyatt Regency Sydney","Sydney","NSW","The Pharmacy Guild of Australia (Queensland Branch)","https://www.guild.org.au","https://pharmacyconnect.com.au","https://pharmacyconnect.com.au/registration/","The Pharmacy Guild's east coast conference, combining a two-day education programme with a trade exhibition of around 70 stands. The 2025 edition drew 1,800 delegates, giving suppliers direct access to community pharmacy owners and staff. A useful complement to APP for vendors selling into the Australian pharmacy channel.","Community pharmacists, pharmacy owners and pharmacy assistants","conference_with_expo","annual",true,,1800,70,"MedTech","Attendance and stand figures are from the organiser's published 2025 wrap-up (via Pharmacy Daily). Smaller floor than APP - triaged medium.","https://www.guild.org.au/news-events/events/2026/pharmacy-connect-2026","https://app.notion.com/p/918f15df81c449ef92ac781deb79f88e"
"Philanthropy Australia Conference","2026-09-08","2026-09-10",,"Brisbane Convention and Exhibition Centre (BCEC)","Brisbane","QLD","Philanthropy Australia","https://www.philanthropy.org.au","https://www.philanthropyaustraliaconference.com.au",,"Australia's peak philanthropy gathering - 1,000+ funders, changemakers and sector leaders. Core conference 8-10 Sep 2026 with fringe masterclasses (7 Sep) and field trips (11 Sep). 2026 theme: Mobilising Generosity.","Funders, foundations, trustees, philanthropy advisers and sector leaders","industry_summit","biennial",true,,1000,,,"Core dates stored; full program incl. fringe runs 7-11 Sep. Venue within Brisbane not specified on official page.","https://www.philanthropy.org.au/whats-on/philanthropy-australia-conference-2026/","https://app.notion.com/p/f96f2792a7f74c45b675f4a2e25301f2"
"Police Technology Forum","2026-03-24","2026-03-25",,"Hyatt Hotel Canberra","Canberra","ACT","Informa Australia","https://www.informa.com.au","https://www.informa.com.au/police-technology-forum/",,"13th annual forum - Australia's premier event showcasing technologies and innovations driving the future of policing and public safety, from AI and data analytics to crime prevention tools.","Senior police leaders, law enforcement technology buyers, public safety agencies","industry_summit","annual",true,,,,"Government, Technology","Ran 24-25 Mar 2026. 2027 dates not yet announced.","https://www.informa.com.au/police-technology-forum/","https://app.notion.com/p/38ac46b2df8a46f8b29a278208e74154"
"Ports Australia Biennial Conference","2026-09-22","2026-09-24",,,"Sydney","NSW","Ports Australia","https://www.portsaustralia.com.au","https://www.portsaustralia.com.au/biennial-conference-2026","https://eee.eventsair.com/ports-australia-2026/landing-page/Site/Register","The flagship national gathering of Australia's ports community, run every two years by Ports Australia, bringing together port authorities, terminal operators and maritime infrastructure stakeholders.",,"industry_summit","biennial",false,,,,"Transport, Logistics","Flagship national gathering of Australia's ports community, run every two years by the national member body for ports. 2026 edition in Sydney, 22-24 Sep, with conference dinner at Doltone House; specific conference venue not yet published - left blank. Buyers include port authorities, terminal operators and maritime infrastructure stakeholders.","https://www.portsaustralia.com.au/biennial-conference-2026","https://app.notion.com/p/984d9bc80eb146a2a16cf61b71fbd7c3"
"Queensland Mining & Engineering Exhibition (QME)","2026-07-21","2026-07-23",,"Mackay Showgrounds","Mackay","QLD","RX Australia (Reed Exhibitions)","https://rxglobal.com","https://www.queenslandminingexpo.com.au/","https://www.queenslandminingexpo.com.au/","The largest regional mining event in Australia, held for over 30 years at the heart of Central Queensland's coal and resources industry. Hundreds of suppliers, live demonstrations and a free seminar series put vendors directly in front of Bowen Basin operational buyers.","Queensland mining operators, engineers, maintenance leads and procurement across the Bowen Basin","trade_exhibition","biennial",true,,,,"Mining","Biennial. Exhibitor sources cite 300+ suppliers and 5,000+ visitors in 2024 - not from the official site, so left out of structured fields. Runs 10 days after this research date.","https://www.queenslandminingexpo.com.au/","https://app.notion.com/p/4a75130451ec4a7e9a6abac0c3cfc1ff"
"Reed Gift Fairs Melbourne","2026-08-08","2026-08-12",,"Melbourne Convention & Exhibition Centre (Doors 1-8)","Melbourne","VIC","RX Australia","https://rxglobal.com/rx-australia","https://www.reedgiftfairs.com.au/melbourne/en-gb.html",,"Australia's premium retail sourcing event for over 50 years, connecting wholesale brands with the 18,000+ retailers, designers and stylists who visit its two national fairs each year. A pure vendor-meets-buyer trade format for consumer product suppliers entering Australian retail channels.","Retail buyers, designers and stylists sourcing wholesale gift, home and lifestyle products","trade_exhibition","multiple_per_year",true,,,,"Retail, Wholesale","Two editions per year: Sydney (ran 14-17 February 2026 at ICC Sydney) and Melbourne (8-12 August 2026 at MCEC). 18,000+ retailer visitation figure from the official site covers both national events. New 2026 categories: Garden & Outdoor Living (SYD) and Retail Services (MELB).","https://www.reedgiftfairs.com.au/melbourne/en-gb.html","https://app.notion.com/p/84f2c084d5ee432e8b77a79d5640e736"
"Regulating the Game","2027-03-08","2027-03-10",,"Sofitel Sydney Wentworth","Sydney","NSW","Regulating the Game (founder Paul Newson)","https://www.regulatingthegame.com","https://www.regulatingthegame.com/",,"International gambling law and regulation conference convening regulators, industry leaders and researchers. Seventh edition in 2027, including the RTG Global Awards gala on 9 March.","Gambling regulators, compliance leaders, legal practitioners, operators and policy stakeholders","industry_summit","annual",true,,,,"Legal, Government","Call for speakers open until 11 December 2026 per official site.","https://www.regulatingthegame.com/call-for-speakers","https://app.notion.com/p/5edc067fffa64b36a8629ce11d6a2c95"
"Restaurant & Foodservice Show (Food & Hospitality Week)","2027-05-02","2027-05-04",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Specialised Events","https://specialisedevents.com.au","https://rfshow.com.au/","https://fhweek.com.au/","The anchor show of Food & Hospitality Week, recently rebranded from Foodservice Australia to sharpen its focus on restaurant and institutional foodservice buyers. Combines exhibition aisles with major competitions (Chef of the Year, Pizza Championships) that drive strong operator attendance.","Restaurant operators, institutional foodservice procurement (aged care, hospitals, schools, defence), caterers and venue managers","trade_exhibition","annual",true,,,,"Hospitality, Food & Beverage","2026 edition ran 25-27 May at ICC Sydney; 2027 confirmed for 2-4 May at MCEC. Alternates Sydney/Melbourne (next Sydney edition 2028). Aggregators cite ~400 exhibitors/8,000 attendees - noted only.","https://fhweek.com.au/","https://app.notion.com/p/dfabe7f233604ce9944887497a080d47"
"Retail Fest AUS","2027-05-11","2027-05-13",,"Gold Coast Convention & Exhibition Centre","Gold Coast","QLD","Retail Global","https://retailglobal.com.au","https://retailglobal.com.au/",,"Australia's community-driven retail and ecommerce conference - three high-energy days of operator-led sessions, workshops and an expo floor on the Gold Coast. Its hosted-buyer programme and sponsor packages give vendors curated one-on-one time with high-intent retail decision makers.","Retail and ecommerce founders, CEOs and operators from SMB to enterprise brands","conference_with_expo","annual",true,,,,"Retail","Formerly known as Retail Global. 2026 edition ran 5-7 May at Gold Coast Convention Centre; 2027 dates (11-13 May) confirmed on the official site.","https://retailglobal.com.au/","https://app.notion.com/p/2c002f3d70f445e1a5745a63716f9f4c"
"Retail Leaders (Retail Leaders Forum)","2027-03-23","2027-03-24",,,"Melbourne","VIC","Connect Media","https://connectmedia.com","https://retailleaders.com.au/","https://retailleaders.com.au/","One of Australia's most established gatherings for senior retail leaders, returning in 2027 for its 16th annual edition. Its sponsorship-driven format concentrates retail CEOs and executive buyers in one room, suiting vendors selling enterprise retail, AI and customer-experience solutions.","Retail CEOs, C-suite executives, customer, digital and commercial decision makers","industry_summit","annual",true,,,,"Retail","2026 edition ran 20-21 May at Crown Melbourne. 2027 dates (23-24 March, Melbourne) confirmed on the official site; venue not yet published.","https://retailleaders.com.au/","https://app.notion.com/p/0ead3aa0208248c89253f6b1242cd1e9"
"Retail Show Australia","2026-09-22","2026-09-24",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Hisern International Pty Ltd","https://www.hisern.com.au","https://www.retail-show.com.au/","https://www.retail-show.com.au/","A trade-only exhibition for retail technology, store design and operations, expecting 100+ exhibitors and 7,000+ trade visitors across five sectors at MCEC. It targets store-level execution buyers, making it a practical entry point for vendors selling into Australian retail operations.","Retailers, brands, retail tech providers, store design and supply chain partners across ANZ and APAC","trade_exhibition","annual",true,,7000,100,"Retail","Attendance (7,000+ trade visitors) and exhibitor count (100+) from the official site. 2026 speakers include Paul Zahra and leaders from Microsoft, Google Cloud and David Jones.","https://www.retail-show.com.au/","https://app.notion.com/p/f1c7531388f246d19100e11eac759ee8"
"Roads & Traffic AU","2026-10-14","2026-10-15",,"International Convention Centre Sydney","Sydney","NSW","Terrapinn","https://www.terrapinn.com","https://www.terrapinn.com/exhibition/roads-traffic-au/index.stm","https://secure.terrapinn.com/V5/step1.aspx?E=11102","Terrapinn's dedicated event for the roads, traffic and construction sector under the theme 'Design. Procure. Deliver.', co-located with MOVE AU at ICC Sydney, connecting suppliers with road agencies and infrastructure delivery teams.","Road and traffic authorities, civil contractors, traffic engineers, infrastructure planners and government transport agencies","conference_with_expo",,true,"Free to attend (expo registration)",3000,150,"Transport, Construction","Co-located with MOVE AU. Free registration for qualified attendees.","https://www.terrapinn.com/exhibition/roads-traffic-au/index.stm","https://app.notion.com/p/30f27655ad15431382c30feed771cf1d"
"Screen Forever","2026-04-28","2026-04-30","2027 (annual; 2026 was the 40th edition)","The Star Gold Coast","Gold Coast","QLD","Screen Producers Australia","https://www.screenproducers.org.au","https://www.screenforever.org.au",,"Australia's premier screen industry event, run by Screen Producers Australia, bringing together producers, financiers and buyers for conference sessions and the SPA Connect deal-making market.",,"industry_summit","annual",false,,,,"Media, Creative Industries","Australia's premier screen industry event - one of the largest congregations of screen professionals in the Southern Hemisphere. Includes SPA Connect in-person market (buyers/sellers deal-making) plus a Global Market Online component (21-22 April 2026). 2026 edition has run.","https://www.screenproducers.org.au/events/details/?id=808b1253-566b-4e25-9669-732efaa93c4b","https://app.notion.com/p/a8c418029b494002b1af81c35ff32764"
"Seafood Directions","2026-07-28","2026-07-30",,"ICC Sydney","Sydney","NSW","Seafood Industry Australia","https://seafoodindustryaustralia.com.au","https://seafooddirections.com.au/","https://seafooddirections.com.au/registration/","Australia's national seafood industry conference (established 1999, FRDC-backed), including the National Seafood Industry Awards and a behind-the-scenes tour of the new Sydney Fish Market.","Stakeholders across the seafood supply chain: fishers, aquaculture producers, processors, wholesalers, tech and service providers","conference_with_expo","biennial",true,,,,"Agriculture, Food & Beverage","Biennial, rotates states. Official site confirms 28-30 July 2026 at ICC Sydney.","https://seafooddirections.com.au/registration/","https://app.notion.com/p/242accdf55974c92866824dcb2c87066"
"SecTech Roadshow","2026-05-12","2026-05-26",,,,,"SEN (Security Electronics & Networks magazine)","https://sen.news","https://sectechroadshow.com.au",,"A one-day pop-up security-technology trade show touring five Australian capital cities each May, run by SEN, connecting installers, integrators and security managers with exhibiting suppliers.",,"trade_exhibition","annual",false,,2000,21,"Technology","One-day pop-up trade show touring 5 capital cities each May - 2026 tour has run: Brisbane 12 May (RICC), Sydney 14 May (Rosehill Gardens), Melbourne 19 May (MCEC), Adelaide 21 May, Perth 26 May (Crown Perth). Draws 2,000-2,500 attendees across the tour; 21 exhibitors in 2026. Compact format targeting installers, integrators, consultants and security managers. A SecTech NZ tour (Auckland/Wellington/Christchurch) ran June 2026.","https://sectechroadshow.com.au/","https://app.notion.com/p/568c377fd1a74d76a09bea5cce19cbb9"
"Security Exhibition & Conference","2026-09-02","2026-09-04",,"ICC Sydney (Halls 6 & 7, Level 4)","Sydney","NSW","Diversified Communications Australia","https://www.divcom.net.au","https://securityexpo.com.au/","https://securityexpo.com.au/visitor-registration/","Australia's most established trade event for the security industry, marking its 40th year in 2026 with a sold-out exhibition floor at ICC Sydney. It spans physical and electronic security with growing converged-cyber content via the ASIAL Security Conference, giving suppliers face time with integrators, consultants and end-user buyers.","Security integrators, consultants, facility and operations managers, and enterprise/government security buyers","trade_exhibition","annual",true,,,,"Technology","Primarily physical/electronic security rather than pure cyber - included for its converged security relevance. 40th anniversary edition; floorplan sold out with new space added. Co-located with Fire Security Expo and Integrate 2026.","https://securityexpo.com.au/","https://app.notion.com/p/aaeffb6a5484400c9bc44f2ce66ac86e"
"SmallBiz Week (SmallBiz Melbourne)","2026-07-29","2026-07-30",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC",,,"https://www.smallbizweek.com.au",,"One of Australia's leading SME events, bringing together business owners, founders, industry leaders and government for a free expo and expert-led sessions.",,"trade_exhibition","annual",false,,,,,"One of Australia's leading SME events, now in its 5th year - brings together business owners, founders, industry leaders and government. Free entry; expo plus expert-led sessions. Dates confirmed by both the official event site and MCEC's venue listing. Organising company (ABF Events per contact details) not confirmed on official site - left blank.","https://www.mcec.com.au/whats-on/2026/07/small-biz-week-2026","https://app.notion.com/p/5374fe0f1cd8495091ba75961c1a252b"
"Smart Energy Conference & Exhibition","2027-05-05","2027-05-06",,"ICC Sydney","Sydney","NSW","Smart Energy Council (delivered with Terrapinn)","https://smartenergy.org.au","https://www.terrapinn.com/exhibition/smart-energy/index.stm","https://secure.terrapinn.com/V5/step1.aspx?E=11160","Australia's longest-running renewable energy event, reaching its 65th edition in 2027 with 12,000+ delegates and 130+ exhibitors at ICC Sydney. Free registration drives strong installer and developer foot traffic, making it a volume lead-generation platform for smart energy vendors.","Solar and storage installers, project leads, developers, policymakers and energy investors","conference_with_expo","annual",true,,12000,130,"Energy, Cleantech","2026 edition ran 6-7 May at ICC Sydney. The Smart Energy Council also runs one-day state editions (Smart Energy SA, 30 June 2026; Smart Energy Queensland, 8 September 2026 at Royal ICC Brisbane).","https://www.terrapinn.com/exhibition/smart-energy/index.stm","https://app.notion.com/p/ac036b925bbe4c539c06a0542a7f156b"
"SMPTE METexpo",,,"July 2026 (Royal Randwick, Sydney - exact dates not published on official SMPTE pages at time of research)","Royal Randwick Racecourse","Sydney","NSW","SMPTE Oceania (Society of Motion Picture and Television Engineers)","https://www.smpte.org/sections/oceania","https://www.smpte.org/sections/oceania",,"The most comprehensive media and broadcast technology event in the Oceania region, run by SMPTE, combining a full broadcast exhibition with a free conference program of keynotes, panels and technical deep-dives across broadcast, streaming, IP infrastructure, cloud workflows and AI.","Broadcasters, streaming platforms, media technology engineers, production companies and broadcast equipment vendors","conference_with_expo","annual",true,,,,"Broadcasting, Media","The 2025 edition ran 29-31 July 2025 at Royal Randwick, Sydney. Event listings indicate a July 2026 edition at the same venue, but official 2026 dates were not confirmed on SMPTE's own pages - date field left blank rather than inferred.","https://www.eventseye.com/fairs/f-metexpo-29048-1.html","https://app.notion.com/p/66ef3a964b46436e8fa9400209c63b80"
"SMSF Association National Conference","2027-02-17","2027-02-19",,,"Melbourne","VIC","SMSF Association","https://www.smsfassociation.com","https://www.smsfassociation.com/cpd",,"Australia's premier conference for the self-managed super fund sector, run by the SMSF Association, bringing together advisers, accountants, auditors and trustees around a trade exhibition, delivered in live and virtual formats.",,"conference_with_expo","annual",false,,,,"Financial Services, Accounting","Australia's premier SMSF sector conference - advisers, accountants, auditors and trustees, with trade exhibition. 2026 edition ran 18-20 Feb in Adelaide; National Conference 2027 confirmed for 17-19 Feb 2027 in Melbourne (venue TBA) per SMSF Association events page. Live + virtual formats. Note: the MES live site currently lists this event as 'Gold Coast' - official association source says Melbourne for 2027.","https://www.smsfassociation.com/cpd","https://app.notion.com/p/589aa0e04ae04f6bbda3c2efcc731a25"
"SPE Asia Pacific Oil & Gas Conference and Exhibition (APOGCE)","2026-10-13","2026-10-15",,,"Brisbane","QLD","Society of Petroleum Engineers (SPE)","https://www.spe.org","https://www.spe-events.org/apogce2026","https://www.spe-events.org/apogce2026","The Asia Pacific region's premier upstream technical conference and exhibition, returning to Brisbane in 2026. While programme content is technical, the exhibition and sponsorship options connect service and technology vendors with regional operators and engineering buyers.","Upstream technical professionals, operators and service companies across the Asia Pacific energy value chain","conference_with_expo","annual",true,,,,"Energy","Industry (not academic) technical conference with a commercial exhibition floor; rotates around Asia Pacific host cities, returning to Australia periodically.","https://www.spe-events.org/apogce2026","https://app.notion.com/p/3ef3af7e270f4a8fa599986c02c8a89a"
"SportNXT","2026-09-07","2026-09-09",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","SportNXT",,"https://sportnxt.org",,"One of the Southern Hemisphere's premier sport business summits, backed by the Victorian Government, bringing together sport executives, brands and technology providers for keynotes, a sport-tech exhibition and networking.",,"trade_exhibition","annual",false,,1000,,,"One of the Southern Hemisphere's premier sport business summits, backed by the Victorian Government. 2026: 1,000+ delegates from 20+ countries, 75+ speakers, sport tech exhibition, B2B functions; timed ahead of the first NFL regular-season game at the MCG. Tickets from A$1,495.","https://sportnxt.org/buy-tickets/","https://app.notion.com/p/7bded33f1a444e37ab11a914fe8cabd7"
