Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL,mes_table,mes_id,mes_name,mes_website,match_score,match_candidate_count,chosen_match_reason
Tank Stream Labs,Programs,Accelerator,NSW,,,Unspecified,Tech,,"Sydney technology coworking community. Multiple CBD locations hosting scaleups, VCs, and international tech companies.",https://www.tankstreamlabs.com/,2026-07-09,https://app.notion.com/p/Tank-Stream-Labs-3985de222667819bbebbc3084718b34b,innovation_ecosystem,7abf5c61-c3ce-4d26-8959-d6fd8c85f3bf,Tank Stream Labs,https://www.tankstreamlabs.com,1.000,2,exact normalised name + domain match
Tank Stream Ventures,Funding,Investor,National,,,Unspecified,,,FULLY DEPLOYED. Early-stage fund no longer making new investments. Listed for reference.,https://www.tankstreamventures.com/,2026-07-09,https://app.notion.com/p/Tank-Stream-Ventures-3985de2226678146ba83fd07f3f66f8e,investors_public,27417026-a9a9-4363-b2ee-f16ae43be357,Tank Stream Ventures,https://tankstream.vc/,1.000,6,exact normalised name match (no domain overlap)
Tarnagulla Ventures,Funding,Investor,National,,,Unspecified,LifeSciences; BioTech,,Melbourne-based VC investing in life sciences and biotech ventures from Australian research institutions.,https://www.tarnagullaventures.com/,2026-07-09,https://app.notion.com/p/Tarnagulla-Ventures-3985de222667813b85f1e42eff672769,investors_public,35e002d5-003c-4778-8f78-8044446ad2c6,Tarnagulla Ventures,https://www.tarnagullaventures.com/,1.000,7,exact normalised name + domain match
Tech Council of Australia,Connections,Community,National,,,Unspecified,Tech,,"Peak body for Australia's tech sector. Policy advocacy for startups, scaleups, and tech workforce growth.",https://techcouncil.com.au/,2026-07-09,https://app.notion.com/p/Tech-Council-of-Australia-3985de22266781a991f8ddbb0a173835,innovation_ecosystem,c9c54194-47da-4376-97fe-5a8a660da85d,Technology Council of Australia,https://techcouncil.com.au/,0.833,1,full-host match + name similarity 0.83
Techstars Tech Central Sydney,Programs,Accelerator,NSW,"US$120,000 for 6% equity","Program concluded Feb 2026 (3 cohorts, 36 startups backed)",Inactive,,,"Global accelerator's Sydney program backed by NSW Government. US$120K investment, 13-week program, global mentor network.",https://www.techstars.com/,2026-07-09,https://app.notion.com/p/Techstars-Tech-Central-Sydney-3985de222667818ea63ac9aa6a7a8b38,innovation_ecosystem,9ea54f52-7dfe-4367-82ad-74395cecd06e,Techstars Sydney,https://techstars.com/sydney,0.800,1,full-host match + name similarity 0.80
Ten13,Funding,Investor,National,,Always open,Open / Rolling,FinTech; PropTech; Tech,,"Brisbane-based syndicate VC investing alongside 1,000+ sophisticated investors in tech startups. Deal-by-deal model.",https://www.ten13.vc/,2026-07-09,https://app.notion.com/p/Ten13-3985de2226678135b4e4fbc3c44539c8,investors_public,7d65a1c5-eea2-4a33-babc-3b2bfbdacf2f,TEN13,https://www.ten13.vc/,1.000,1,exact normalised name + domain match
Tenacious Ventures,Funding,Investor,National,,Always open,Open / Rolling,AgTech,,Australia's first dedicated agrifood tech VC. Invests in climate-resilient agriculture and food system innovation.,https://tenaciousventures.com.au/,2026-07-09,https://app.notion.com/p/Tenacious-Ventures-3985de222667810d9da2e0c2e1746db6,investors_public,9ea5c39f-bcc6-4507-9c04-973933da610a,Tenacious Ventures,https://tenacious.ventures/,1.000,11,exact normalised name match (no domain overlap)
Teoh Capital,Funding,Investor,National,,,Unspecified,SaaS,,Teoh family office (TPG Telecom founders) investing in technology and SaaS companies at growth stages.,https://teohcapital.com/,2026-07-09,https://app.notion.com/p/Teoh-Capital-3985de222667819bbf1dd4a00b1fe053,investors_public,dc61a6f6-4672-47b7-94e3-83f595001747,Teoh Capital,http://teohcapital.com/,1.000,11,exact normalised name + domain match
The Precinct,Connections,Community,QLD,,,Unspecified,Tech,,"Queensland Government's 8,000sqm flagship startup hub in Fortitude Valley, Brisbane. Free coworking for early-stage founders, startup programs, event spaces, mentoring. Home to XR and AI hubs.",https://theprecinct.com.au/,2026-07-09,https://app.notion.com/p/The-Precinct-3985de222667818ca261c198f6b91de5,innovation_ecosystem,81a3dcb2-b8cb-4eff-a72c-5d39338d61d5,The Precinct,https://precinctqld.com.au,1.000,1,exact normalised name match (no domain overlap)
ThincLab,Programs,Accelerator,SA,,,Unspecified,Tech,,"University of Adelaide's incubator with locations in Adelaide and global partner hubs. Programs for students, researchers, and external founders.",https://adelaide.edu.au/partners-and-community/thinclab/,2026-07-09,https://app.notion.com/p/ThincLab-3985de2226678189957ce596193ce5fc,innovation_ecosystem,b0a8e43a-af1b-4ddd-a881-4278d8ed95f2,ThincLab,https://www.thinclab.com,1.000,1,exact normalised name match (no domain overlap)
Tidal Ventures,Funding,Investor,National,$500k - $1.5m pre-seed; up to $5m seed,Always open,Open / Rolling,Tech,,Sydney VC investing at seed with $30M+ follow-on capacity. Product-led B2B software focus across ANZ.,https://www.tidalventures.co/,2026-07-09,https://app.notion.com/p/Tidal-Ventures-3985de2226678142a311d60c5bbcf01e,investors_public,2a7016b0-fdee-4742-851c-658ba488a162,Tidal Ventures,https://www.tidalvc.com/,1.000,30,exact normalised name match (no domain overlap)
Tin Alley Ventures,Funding,Investor,VIC,$500k - $5m,,Unspecified,DeepTech; LifeSciences,,University of Melbourne-anchored VC investing $500k–$5m in deep tech and life sciences spinouts and student ventures.,https://tinalley.com.au/,2026-07-09,https://app.notion.com/p/Tin-Alley-Ventures-3985de22266781778ad2eb732ffd42d7,investors_public,58d4e328-0cb2-4585-a6a2-43fd7273d935,Tin Alley Ventures,https://www.tinalleyventures.com/,1.000,10,exact normalised name match (no domain overlap)
Tin Men Capital,Funding,Investor,National,$1m - $5m,,Unspecified,SaaS,,Singapore-based B2B tech VC investing US$1m–$5m at Series A in Southeast Asia with selective Australian activity.,https://www.tinmen.vc/,2026-07-09,https://app.notion.com/p/Tin-Men-Capital-3985de22266781bb9f5ff898ebfb75c8,investors_public,4976491b-9765-44b3-aa27-638f1ed3e4f6,Tin Men Capital,http://www.tinmen.asia/,1.000,6,exact normalised name match (no domain overlap)
TORUS,Funding,Investor,National,,,Unspecified,AI/ML; DeepTech,,Australian VC investing in AI and deep tech ventures. Limited public information on cheque size.,https://torusfunds.com/,2026-07-09,https://app.notion.com/p/TORUS-3985de2226678139be17fde8b1685ec7,investors_public,89b4817d-180a-42ea-b44e-90955efe9853,TORUS,https://www.toruscap.vc/,1.000,2,exact normalised name match (no domain overlap)
Touch Ventures,Funding,Investor,National,$3m - $10m,,Unspecified,FinTech; Tech,,ASX-listed investment company (backed by Afterpay founders) investing $3m–$10m in high-growth consumer and fintech companies.,https://www.touchventures.com.au/,2026-07-09,https://app.notion.com/p/Touch-Ventures-3985de22266781708df7efcecde8b031,investors_public,2b6a672a-e1e4-4056-9f12-5895e97f7119,Touch Ventures,https://www.touchventures.com/,1.000,21,exact normalised name match (no domain overlap)
Tractor Ventures,Funding,Investor,National,,Always open,Open / Rolling,Tech,,Revenue-based financing for tech companies. Non-dilutive capital $50K-$3M repaid from revenue. Alternative to VC.,https://www.tractorventures.com/,2026-07-09,https://app.notion.com/p/Tractor-Ventures-3985de22266781afa60ad1f4554492c3,investors_public,25c642ba-6e21-435d-bdc3-02b2aa648934,Tractor Ventures,https://tractorventures.com,1.000,14,exact normalised name + domain match
Tribe Global Ventures,Funding,Investor,National,,,Unspecified,SaaS; Tech,,Brisbane-based VC backing early and growth-stage B2B technology companies from Australia and New Zealand seeking to expand into the UK or USA. Invests only where the team can add operational value beyond capital. Provides structured week-long market immersions in London and San Francisco.,https://www.tribeglobal.vc/,2026-07-09,https://app.notion.com/p/Tribe-Global-Ventures-3985de2226678148a88efe8a3f1b7761,investors_public,92eecc9c-e247-4588-b84d-e5af45a449a0,Tribe Global Ventures,https://tribeglobal.vc/,1.000,4,exact normalised name + domain match
Tripple,Funding,Investor,VIC,,,Unspecified,CleanTech,,Melbourne-based impact investment firm backing climate and social impact ventures with patient capital.,https://www.tripple.com.au/,2026-07-09,https://app.notion.com/p/Tripple-3985de2226678139b75fff6f3f2fd87d,investors_public,28c1159a-8548-4f5a-8c89-20afc593c3f1,Tripple,https://www.tripple.com.au,1.000,1,exact normalised name + domain match
UniQuest Extension Fund (UEF),Funding,Investor,QLD,,,Unspecified,DeepTech; LifeSciences; Tech,,University of Queensland's commercialisation fund investing in UQ research spinouts and IP-backed ventures.,https://www.uniquest.com.au/,2026-07-09,https://app.notion.com/p/UniQuest-Extension-Fund-UEF-3985de22266781048891cf2a28115e02,investors_public,c4f07694-21b4-4657-9cf7-72c44fbbba19,UniQuest Extension Fund (UEF),https://uef.vc/,1.000,1,exact normalised name match (no domain overlap)
Uniseed,Funding,Investor,National,,,Unspecified,DeepTech; LifeSciences; BioTech,,Australia's longest-running university commercialisation fund. Invests in spinouts from member universities and CSIRO.,https://www.uniseed.com/,2026-07-09,https://app.notion.com/p/Uniseed-3985de2226678126aa90d139c307413a,investors_public,f2b4721a-ef3e-41fb-aca2-97e43a30f796,Uniseed,https://uniseed.com/,1.000,1,exact normalised name + domain match
Utiliti Ventures,Funding,Investor,National,,,Unspecified,SaaS; AI/ML,,Australian VC investing in B2B SaaS and AI companies at early stages.,https://www.utiliti.com/,2026-07-09,https://app.notion.com/p/Utiliti-Ventures-3985de222667816990c3e96bc2e132fe,investors_public,d3636d95-48ab-4a1a-8ab9-ea363c6e8d95,Utiliti Ventures,https://www.utiliti.com,1.000,6,exact normalised name + domain match
VentureCrowd,Funding,Investor,National,"100,000 - 5 million",Apply anytime,Open / Rolling,Tech,,"Australia's leading equity crowdfunding platform for wholesale and retail investors. Property, venture, and impact deals.",https://www.venturecrowd.com.au/,2026-07-09,https://app.notion.com/p/VentureCrowd-3985de22266781c39df3f11fe9b0c13d,investors_public,f64c14f2-6ba5-4c03-9d28-d7a9a361685f,VentureCrowd,,1.000,1,exact normalised name match (no domain overlap)
Verona Capital,Funding,Investor,National,,,Unspecified,Tech,,Perth-based corporate advisory and investment firm active in small-cap and venture financing.,https://www.veronacapital.com/,2026-07-09,https://app.notion.com/p/Verona-Capital-3985de22266781699842de737830c9f9,investors_public,3226d8b9-0632-4ca4-9687-e97d12a53f4b,Verona Capital,https://www.veronacapital.com,1.000,10,exact normalised name + domain match
Victorian Clean Technology Fund,Funding,Investor,VIC,Up to $500k,,Unspecified,CleanTech,,Victorian Government co-investment fund backing cleantech ventures commercialising emissions-reduction technology.,https://www.vctf.com.au/,2026-07-09,https://app.notion.com/p/Victorian-Clean-Technology-Fund-3985de222667818e8ed5c62dad1aaca8,investors_public,ecdd55ab-f599-40f0-9d10-16adf96a03bb,Victorian Clean Technology Fund (VCTF),https://vctf.com.au,0.925,1,full-host match + name similarity 0.93
Virescent Ventures,Funding,Investor,National,,,Unspecified,CleanTech,,Climate tech VC spun out of CEFC managing dedicated climate innovation funds. Seed through Series B cheques.,https://virescentventures.com.au/,2026-07-09,https://app.notion.com/p/Virescent-Ventures-3985de222667815d8535fa725c51e761,investors_public,fcf58eb8-6863-4063-840a-694ced91b208,Virescent Ventures,https://virescent.vc,1.000,7,exact normalised name match (no domain overlap)
Western Sydney Startup Hub,Connections,Community,NSW,,Open,Open / Rolling,,,"NSW Government startup hub in Parramatta. Coworking, programs, and community for Western Sydney founders.",https://www.westernsydneystartuphub.com.au/,2026-07-09,https://app.notion.com/p/Western-Sydney-Startup-Hub-3985de22266781f299a2deb5a6a318da,innovation_ecosystem,08e9b69a-abf3-4065-ba31-819350cf4924,Western Sydney Start up Hub,https://spacecubed.com/space/western-sydney-startup-hub,0.981,1,high name similarity 0.98 (no domain data overlap)
Westpac Reinventure,Funding,Corporate,National,$500k - $5m,Always open,Open / Rolling,FinTech,,Westpac-backed VC investing in fintech and data ventures strategically relevant to financial services.,https://www.reinventure.com.au/,2026-07-09,https://app.notion.com/p/Westpac-Reinventure-3985de222667814880ecf15333fb586d,investors_public,e075317f-7e60-41bb-8e90-a6a39c8b97ad,Reinventure Group,https://reinventure.com.au/,0.611,1,full-host match + name similarity 0.61
WeWork Australia,Connections,Community,National,,,Unspecified,,,Global coworking network with Sydney and Melbourne locations hosting startups and scaleups.,https://www.wework.com/en-AU,2026-07-09,https://app.notion.com/p/WeWork-Australia-3985de222667810e87e8ceb9955f60b9,innovation_ecosystem,cd9c566f-67e0-4840-986f-37a9ba6c0e8a,WeWork,https://www.wework.com/l/coworking-space/australia,1.000,1,exact normalised name + domain match
Y Combinator,Programs,Accelerator,National,"$500,000 ($125K for fixed 7% + $375K uncapped MFN SAFE)",2 batches/year,Scheduled / Dated,Tech; AI; SaaS,,"World's top accelerator. US$500K standard deal. Remote-friendly application; Australian startups regularly accepted. Alumni include Airbnb, Stripe, Canva competitors.",https://www.ycombinator.com/apply,2026-07-09,https://app.notion.com/p/Y-Combinator-3985de22266781e09e69c107d37e8330,innovation_ecosystem,f877976b-1957-4bc6-8bb5-5d46563faa44,Y Combinator,https://www.ycombinator.com/,1.000,1,exact normalised name + domain match
